name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,overheat_probability,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,tmax_mean_C,tmax_p90_C,n_samples
hpsd_50W_10s,4.0,1500.0,1.5,0.0,0.0,0.4985351895791239,0.4762342137381634,0.49328024971113443,0.5257531379480683,1.9941407583164956,79.03860385556496,83.46366981745606,8
hpsd_50W_10s,4.0,1500.0,2.0,0.0,0.0,0.5515056944924557,0.5215647209685386,0.5498534559815822,0.5821808726563894,2.2060227779698227,86.95676698051678,93.37235069089688,8
hpsd_50W_10s,4.0,2500.0,0.5,0.0,0.0,0.3347141875464378,0.29392792178117944,0.32463677166744787,0.37714585056615924,1.3388567501857511,63.57391732693862,65.4739379127506,8
hpsd_50W_10s,4.0,2500.0,1.0,0.0,0.0,0.4150154264869256,0.37009208899646623,0.41883074052005453,0.45095027064273935,1.6600617059477023,68.28499050464328,71.70905294763685,8
hpsd_50W_10s,4.0,2500.0,1.5,0.0,0.0,0.4864733092810024,0.4686156751195121,0.4807190734519826,0.5102778098785924,1.9458932371240096,74.91881291039871,77.44301365273364,8
hpsd_50W_10s,4.0,2500.0,2.0,0.0,0.0,0.539824254495921,0.5188252505344177,0.5379247811408627,0.5588410476899363,2.159297017983684,81.75744624096767,84.18587906847776,8
hpsd_50W_10s,6.0,800.0,0.5,0.0,0.0,0.23601962459998443,0.21458458240842998,0.23507409183474334,0.2577747107285227,1.4161177475999067,68.47008873632004,71.6899611195631,8
hpsd_50W_10s,6.0,800.0,1.0,0.0,0.0,0.286224723584506,0.26113069505741304,0.2887596891941836,0.3062862060724659,1.717348341507036,75.93226710629811,80.33116635233621,8
hpsd_50W_10s,6.0,800.0,1.5,0.0,0.0,0.32404498433297607,0.30617955967207294,0.32672726778477656,0.3381922090293445,1.9442699059978563,83.2093550770583,86.98429117655384,8
hpsd_50W_10s,6.0,800.0,2.0,0.0,0.125,0.35719395210158605,0.3426142999591133,0.3556169002519646,0.3739374353427448,2.143163712609516,90.65768768932224,95.99391755744143,8
hpsd_50W_10s,6.0,1500.0,0.5,0.0,0.0,0.18482637188843692,0.12656717943725185,0.20460082526138845,0.2351863727750504,1.1089582313306217,63.774113043822126,66.61001602999002,8
hpsd_50W_10s,6.0,1500.0,1.0,0.0,0.0,0.2670289773836276,0.24213117288491154,0.26569420383351083,0.2998688144900314,1.6021738643017653,69.96922100087168,75.84580052092134,8
hpsd_50W_10s,6.0,1500.0,1.5,0.0,0.0,0.3086422142672751,0.29064346462093543,0.30994216049782863,0.3254807388241671,1.851853285603651,75.84903710027932,78.29114672671169,8
hpsd_50W_10s,6.0,1500.0,2.0,0.0,0.0,0.34666368147292825,0.3347695021016703,0.3477124168304399,0.3579955640147381,2.0799820888375695,82.84165514851775,84.92383057361914,8
hpsd_50W_10s,6.0,2500.0,0.5,0.0,0.0,0.11544954946179256,0.0,0.16476858026095192,0.19980646038307115,0.6926972967707553,61.02099691458959,62.45387919014993,8
